Time,Crosshead separation,Load,Extensometer elongation
99.26801,5.05404,50.96746,2.39956
99.368,5.0568,50.98052,2.40205
99.468,5.05952,50.98989,2.40458
99.56801,5.0622,50.99651,2.40711
99.66801,5.06476,51.00098,2.40967
99.76801,5.06732,51.0049,2.4121
99.868,5.06988,51.00949,2.41454
99.968,5.07244,51.01393,2.41692
100.06801,5.075,51.02138,2.41936
100.16801,5.07764,51.02868,2.42179
100.26801,5.08028,51.03887,2.42428
100.368,5.083,51.04921,2.42669
100.468,5.08572,51.0604,2.42917
100.56801,5.08844,51.07034,2.4317
100.66801,5.0912,51.08107,2.43416
100.76801,5.09388,51.08846,2.43663
100.868,5.09656,51.09605,2.43916
100.968,5.09916,51.09925,2.44165
101.06801,5.1018,51.104,2.44405
101.16801,5.10448,51.1116,2.44647
101.26801,5.10712,51.12024,2.44898
101.368,5.1098,51.12638,2.45142
101.468,5.11252,51.13436,2.45384
101.56801,5.11524,51.1457,2.4564
101.66801,5.11796,51.15517,2.45886
101.76801,5.12076,51.16459,2.46126
101.868,5.12352,51.17638,2.46379
101.968,5.12628,51.18399,2.46627
102.06801,5.12912,51.19196,2.46859
102.16801,5.13272,51.22308,2.4695
102.26801,5.13632,51.26335,2.47259
102.368,5.13956,51.27944,2.47565
102.468,5.14256,51.28124,2.47851
102.56801,5.1454,51.28013,2.48134
102.66801,5.14812,51.27319,2.48411
102.76801,5.15072,51.26882,2.48682
102.868,5.15324,51.26242,2.48945
102.968,5.15576,51.25948,2.4919
103.06801,5.15832,51.26125,2.49431
103.16801,5.16088,51.26445,2.49683
103.26801,5.16348,51.26839,2.49922
103.368,5.16608,51.27559,2.5017
103.468,5.16868,51.28161,2.50413
103.56801,5.17128,51.28704,2.50658
103.66801,5.17396,51.29594,2.509
103.76801,5.17664,51.30572,2.51144
103.868,5.17936,51.3164,2.5139
103.968,5.18208,51.32617,2.51644
104.06801,5.1848,51.33494,2.51895
104.16801,5.18756,51.34491,2.52145
104.26801,5.19028,51.35223,2.5239
104.368,5.19296,51.3602,2.52647
104.468,5.1956,51.36444,2.52903
104.56801,5.1982,51.36992,2.53146
104.66801,5.2008,51.37466,2.53398
104.76801,5.2034,51.3804,2.53638
104.868,5.20604,51.38891,2.53888
104.968,5.20868,51.39543,2.54133
105.06801,5.2114,51.40528,2.54381
105.16801,5.2142,51.41634,2.54626
105.26801,5.21696,51.4274,2.54884
105.368,5.21968,51.43683,2.55137
105.468,5.2224,51.44361,2.55394
105.56801,5.22504,51.44935,2.55647
105.66801,5.22768,51.45385,2.55897
105.76801,5.23028,51.45887,2.56139
105.868,5.23292,51.46384,2.56389
105.968,5.23556,51.47045,2.56635
106.06801,5.23816,51.47704,2.56888
106.16801,5.24076,51.48291,2.57132
106.26801,5.24344,51.49159,2.57371
106.368,5.24612,51.50225,2.57621
106.468,5.24884,51.51218,2.57871
106.56801,5.25152,51.52087,2.58126
106.66801,5.2542,51.52828,2.58378
106.76801,5.2568,51.5334,2.5863
106.868,5.25944,51.53909,2.58878
106.968,5.26208,51.54536,2.59119
107.06801,5.26472,51.55109,2.59372
107.16801,5.26736,51.55985,2.59621
107.26801,5.27,51.56556,2.59872
107.368,5.27268,51.56992,2.60113
107.468,5.27548,51.58334,2.60356
107.56801,5.27832,51.59745,2.60615
107.66801,5.28116,51.61013,2.60874
107.76801,5.284,51.61657,2.61132
107.868,5.2868,51.6291,2.61393
107.968,5.28948,51.63463,2.61655
108.06801,5.2922,51.63794,2.61905
108.16801,5.29484,51.6432,2.62159
108.26801,5.29748,51.64664,2.62407
108.368,5.30008,51.64974,2.62659
108.468,5.30268,51.65415,2.62908
108.56801,5.30532,51.65846,2.6315
108.66801,5.30804,51.66739,2.63396
108.76801,5.31076,51.67651,2.63644
108.868,5.31356,51.6881,2.63892
108.968,5.3164,51.69928,2.64144
109.06801,5.31928,51.71096,2.64398
109.16801,5.32212,51.72108,2.64655
109.26801,5.32484,51.72738,2.64916
109.368,5.32752,51.73185,2.65173
109.468,5.3302,51.73549,2.65417
109.56801,5.33288,51.74093,2.65665
109.66801,5.3356,51.7477,2.65913
109.76801,5.33828,51.75408,2.66163
109.868,5.34132,51.76664,2.66323
109.968,5.34516,51.8136,2.66515
110.06801,5.34872,51.84616,2.66819
110.16801,5.35188,51.85773,2.67127
110.26801,5.35476,51.85503,2.67416
110.368,5.35736,51.84447,2.67702
110.468,5.3598,51.83049,2.6797
110.56801,5.36216,51.81813,2.68224
110.66801,5.36456,51.81173,2.68457
110.76801,5.36704,51.8107,2.68697
110.868,5.36956,51.81407,2.68941
110.968,5.37208,51.81834,2.69182
111.06801,5.37468,51.82684,2.69429
111.16801,5.37736,51.83731,2.69665
111.26801,5.38008,51.84879,2.69904
111.368,5.3828,51.86106,2.70159
111.468,5.38544,51.86884,2.7041
111.56801,5.38808,51.87465,2.7066
111.66801,5.39064,51.87986,2.70908
111.76801,5.3932,51.88393,2.71152
111.868,5.3958,51.8888,2.7139
111.968,5.3984,51.89514,2.71632
112.06801,5.40104,51.90377,2.71874
112.16801,5.40376,51.91382,2.72122
112.26801,5.40648,51.92436,2.72379
112.368,5.40928,51.93558,2.72624
112.468,5.41212,51.9477,2.72879
112.56801,5.41488,51.95904,2.73144
112.66801,5.41764,51.96665,2.73404
112.76801,5.4204,51.97326,2.73652
112.868,5.42308,51.97932,2.73909
112.968,5.42576,51.98447,2.74163
113.06801,5.42832,51.98697,2.74424
113.16801,5.43088,51.9892,2.74667
113.26801,5.43344,51.99299,2.7491
113.368,5.43604,51.99543,2.75159
113.468,5.43868,52.00241,2.75402
113.56801,5.44132,52.01169,2.75645
113.66801,5.444,52.0199,2.75899
113.76801,5.44672,52.02678,2.76147
113.868,5.44948,52.04006,2.764
113.968,5.4522,52.04867,2.76647
114.06801,5.45492,52.05518,2.76899
114.16801,5.45756,52.06139,2.77159
114.26801,5.46016,52.06581,2.77413
114.368,5.46276,52.06783,2.77658
114.468,5.4654,52.07421,2.77898
114.56801,5.46812,52.08273,2.78146
114.66801,5.4708,52.0933,2.784
114.76801,5.47352,52.10074,2.78656
114.868,5.47624,52.11041,2.78906
114.968,5.47896,52.118,2.79159
115.06801,5.48168,52.12635,2.79409
115.16801,5.48436,52.13308,2.7966
115.26801,5.48704,52.13742,2.79919
115.368,5.48968,52.14331,2.80167
115.468,5.49224,52.14584,2.80421
115.56801,5.49484,52.14978,2.80664
115.66801,5.49748,52.15498,2.80908
115.76801,5.50012,52.1629,2.81153
115.868,5.5028,52.17134,2.81401
115.968,5.50544,52.17684,2.81655
116.06801,5.50812,52.18462,2.81896
116.16801,5.51084,52.19434,2.82142
116.26801,5.51356,52.20447,2.82392
116.368,5.51624,52.21126,2.82651
116.468,5.51892,52.21846,2.829
116.56801,5.52156,52.22499,2.83147
116.66801,5.5242,52.23005,2.834
116.76801,5.52688,52.23625,2.83645
116.868,5.52956,52.24501,2.83897
116.968,5.53224,52.2523,2.8414
117.06801,5.53496,52.26054,2.844
117.16801,5.53776,52.26925,2.84648
117.26801,5.54056,52.27855,2.849
117.368,5.54336,52.28909,2.85156
117.468,5.5462,52.29849,2.85413
117.56801,5.54948,52.31485,2.85517
117.66801,5.55316,52.35844,2.85796
117.76801,5.55652,52.37958,2.86094
117.868,5.55952,52.38565,2.86394
117.968,5.56216,52.37709,2.8669
118.06801,5.56456,52.36176,2.86961
118.16801,5.56692,52.3491,2.87215
118.26801,5.56932,52.3421,2.87462
118.368,5.57172,52.33952,2.8771
118.468,5.5742,52.33999,2.87956
118.56801,5.57676,52.3457,2.88195
118.66801,5.57936,52.35378,2.88439
118.76801,5.582,52.36334,2.8869
118.868,5.58464,52.37209,2.8894
118.968,5.58732,52.38118,2.8918
119.06801,5.59,52.38945,2.89436
119.16801,5.59268,52.39809,2.89698
119.26801,5.59536,52.40519,2.89949
119.368,5.59808,52.41318,2.90195
119.468,5.6008,52.42397,2.90446
119.56801,5.60352,52.43405,2.90714
119.66801,5.60624,52.43786,2.9097
119.76801,5.60892,52.44583,2.91222
119.868,5.6116,52.45333,2.91474
119.968,5.6142,52.45772,2.91737
120.06801,5.6168,52.46002,2.91987
120.16801,5.61936,52.46384,2.92234
120.26801,5.62188,52.46503,2.9248
120.368,5.62444,52.4701,2.92726
120.468,5.62696,52.47537,2.92974
120.56801,5.62948,52.47911,2.93215
120.66801,5.63196,52.48209,2.93456
120.76801,5.63444,52.48378,2.93695
120.868,5.63688,52.48868,2.9394
120.968,5.6394,52.49221,2.94171
121.06801,5.642,52.50341,2.94411
121.16801,5.64464,52.51424,2.9465
121.26801,5.64728,52.52471,2.94909
121.368,5.64988,52.53243,2.95147
121.468,5.65248,52.54015,2.95396
121.56801,5.65516,52.54818,2.95634
121.66801,5.6578,52.55709,2.95894
121.76801,5.6604,52.56343,2.96148
121.868,5.66304,52.57142,2.96394
121.968,5.66572,52.57954,2.96643
122.06801,5.66844,52.59005,2.96895
122.16801,5.6712,52.59979,2.97151
122.26801,5.674,52.61146,2.97409
122.368,5.67676,52.6195,2.97671
122.468,5.67944,52.62478,2.97937
122.56801,5.68208,52.62774,2.98193
122.66801,5.68472,52.63319,2.98442
122.76801,5.6874,52.63845,2.9869
122.868,5.69,52.64323,2.98952
122.968,5.69252,52.64362,2.99198
123.06801,5.69504,52.64638,2.99448
123.16801,5.69764,52.65112,2.99692
123.26801,5.70024,52.65791,2.99938
123.368,5.70284,52.66579,3.00185
123.468,5.70548,52.67243,3.00438
123.56801,5.7082,52.68172,3.00685
123.66801,5.71088,52.69134,3.00938
123.76801,5.71352,52.69818,3.01193
123.868,5.71616,52.70461,3.01438
123.968,5.71876,52.70881,3.01692
124.06801,5.7214,52.71397,3.01934
124.16801,5.72396,52.71716,3.02188
124.26801,5.7266,52.72272,3.02424
124.368,5.72932,52.73162,3.02668
124.468,5.73204,52.7427,3.02917
124.56801,5.7348,52.75252,3.03179
124.66801,5.73756,52.76176,3.0343
124.76801,5.74036,52.77166,3.0368
124.868,5.74312,52.7808,3.03931
124.968,5.7458,52.78544,3.04193
125.06801,5.74868,52.79087,3.04347
125.16801,5.7522,52.82743,3.04548
125.26801,5.75548,52.85162,3.04843
125.368,5.75848,52.86077,3.05137
125.468,5.7612,52.85819,3.05419
125.56801,5.76376,52.8492,3.05695
125.66801,5.7662,52.8388,3.05958
125.76801,5.7686,52.83124,3.06208
125.868,5.77104,52.8265,3.06453
125.968,5.77356,52.82565,3.0669
126.06801,5.77612,52.83287,3.06938
126.16801,5.77868,52.83862,3.0719
126.26801,5.78116,52.84202,3.07431
126.368,5.78376,52.84488,3.07669
126.468,5.7864,52.85473,3.0791
126.56801,5.78904,52.86307,3.08159
126.66801,5.79164,52.87154,3.08412
126.76801,5.79424,52.87808,3.08662
126.868,5.79696,52.88462,3.08908
126.968,5.79968,52.89572,3.09155
127.06801,5.8024,52.90554,3.0941
127.16801,5.80516,52.917,3.09666
127.26801,5.80792,52.92533,3.09922
127.368,5.81064,52.93248,3.10181
127.468,5.81328,52.93675,3.10439
127.56801,5.81592,52.94075,3.10689
127.66801,5.8186,52.94491,3.10939
127.76801,5.8212,52.94865,3.11191
127.868,5.82372,52.95055,3.11447
127.968,5.82628,52.95261,3.11691
128.06801,5.82888,52.95697,3.1193
128.168,5.83152,52.96476,3.12176
128.26801,5.83416,52.97239,3.12431
128.36801,5.8368,52.98014,3.1268
128.468,5.83952,52.98916,3.12923
128.56801,5.8422,52.99858,3.13177
128.668,5.84484,53.00383,3.13433
128.76801,5.8474,53.0071,3.13683
128.86801,5.84996,53.01018,3.13929
128.968,5.85252,53.01373,3.14178
129.06801,5.85508,53.01875,3.14423
129.168,5.85772,53.02491,3.14666
129.26801,5.86036,53.03238,3.14918
129.36801,5.86304,53.0425,3.15166
129.468,5.86576,53.05088,3.15418
129.56801,5.86844,53.05892,3.15676
129.668,5.87112,53.06706,3.1592
129.76801,5.87384,53.0745,3.1617
129.86801,5.87648,53.08082,3.1643
129.968,5.87904,53.08317,3.16686
130.06801,5.8816,53.08564,3.16932
130.168,5.88412,53.088,3.17176
130.26801,5.88672,53.09396,3.17419
130.36801,5.88928,53.09917,3.17669
130.468,5.8918,53.10307,3.17917
130.56801,5.8944,53.10889,3.18159
130.668,5.89704,53.11506,3.18407
130.76801,5.89968,53.12433,3.18655
130.86801,5.9024,53.13486,3.18903
130.968,5.90512,53.1444,3.19156
131.06801,5.9078,53.15089,3.19409
131.168,5.91036,53.15565,3.19671
131.268,5.91292,53.15679,3.19912
131.36802,5.91552,53.16272,3.20156
131.468,5.91812,53.168,3.204
131.56802,5.92072,53.17464,3.20658
131.668,5.92336,53.17956,3.20899
131.768,5.926,53.18764,3.21144
131.86802,5.92872,53.19668,3.21393
131.968,5.93148,53.20631,3.21648
132.06802,5.9342,53.21516,3.21906
132.168,5.93692,53.2233,3.22158
132.268,5.93956,53.22665,3.22406
132.36802,5.94216,53.23157,3.22661
132.468,5.94472,53.23375,3.22906
132.56802,5.94732,53.23544,3.23145
132.668,5.95,53.24273,3.23366
132.768,5.9536,53.27525,3.23485
132.86802,5.957,53.3112,3.23782
132.968,5.96016,53.32481,3.24077
133.06802,5.96304,53.32874,3.24367
133.168,5.96576,53.32415,3.24646
133.268,5.96828,53.3156,3.24924
133.36802,5.97072,53.30531,3.25184
133.468,5.97316,53.30027,3.2543
133.56802,5.97556,53.29629,3.25679
133.668,5.97796,53.29258,3.25929
133.768,5.98036,53.29257,3.26168
133.86802,5.9828,53.29491,3.26406
133.968,5.98536,53.30178,3.26646
134.06802,5.98796,53.3106,3.26891
134.168,5.9906,53.3219,3.27134
134.268,5.99332,53.3326,3.27386
134.36802,5.99608,53.34376,3.27635
134.468,5.9988,53.35371,3.27895
134.56802,6.00152,53.36179,3.28153
134.668,6.0042,53.36794,3.284
134.768,6.0068,53.37415,3.28662
134.86802,6.00936,53.37591,3.28914
134.968,6.01188,53.37772,3.29165
135.06802,6.0144,53.37808,3.29402
135.168,6.01696,53.38146,3.29648
135.268,6.01952,53.38616,3.29892
135.36802,6.02204,53.39192,3.30143
135.468,6.0246,53.39608,3.30382
135.56802,6.02724,53.40429,3.30623
135.668,6.02984,53.41313,3.30873
135.768,6.03248,53.42124,3.31128
135.86802,6.03512,53.43009,3.31373
135.968,6.03776,53.43693,3.31625
136.06802,6.04036,53.44263,3.31877
136.168,6.04292,53.44586,3.32132
136.268,6.04548,53.44977,3.32375
136.36802,6.04808,53.45755,3.3262
136.468,6.05064,53.4624,3.32873
136.56802,6.0532,53.46534,3.3312
136.668,6.0558,53.47122,3.33366
136.768,6.05844,53.48007,3.33616
136.86802,6.06116,53.49061,3.33867
136.968,6.06388,53.50002,3.3413
137.06802,6.06652,53.50655,3.34381
137.168,6.06916,53.51217,3.34637
137.268,6.07176,53.5173,3.34886
137.36802,6.07436,53.52138,3.35149
137.468,6.07692,53.52406,3.35396
137.56802,6.07944,53.52634,3.35645
137.668,6.08204,53.53082,3.35892
137.768,6.08456,53.53596,3.36143
137.86802,6.08712,53.54036,3.3639
137.968,6.08976,53.54725,3.36636
138.06802,6.09236,53.55171,3.36883
138.168,6.095,53.56035,3.37142
138.268,6.09764,53.56708,3.37392
138.36802,6.10036,53.57682,3.37639
138.468,6.10304,53.58277,3.37889
138.56802,6.10568,53.59048,3.38145
138.668,6.1082,53.59422,3.38402
138.768,6.11076,53.59411,3.38646
138.86802,6.11328,53.59907,3.3889
138.968,6.11584,53.60262,3.3914
139.06802,6.11844,53.60764,3.39388
139.168,6.12104,53.61378,3.3963
139.268,6.12368,53.62226,3.39876
139.36802,6.1264,53.63211,3.40127
139.468,6.12912,53.64149,3.40379
139.56802,6.13184,53.64992,3.40635
139.668,6.13456,53.6567,3.40887
139.768,6.1372,53.66192,3.41144
139.86802,6.13976,53.66415,3.41399
139.968,6.14236,53.66682,3.41634
140.06802,6.1454,53.67563,3.41748
140.168,6.14896,53.71889,3.41994
140.268,6.1522,53.74157,3.42296
140.36802,6.15516,53.74849,3.4259
140.468,6.15788,53.74526,3.42868
140.56802,6.16044,53.73839,3.43144
140.668,6.16292,53.72891,3.43411
140.768,6.16536,53.72375,3.43666
140.86802,6.16776,53.71746,3.43917
140.968,6.1702,53.71569,3.44162
141.06802,6.17264,53.71549,3.44404
141.168,6.17508,53.71793,3.44647
141.268,6.1776,53.72284,3.44892
141.36802,6.18016,53.72887,3.45138
141.468,6.18272,53.73609,3.45379
141.56802,6.18536,53.74449,3.45623
141.668,6.18804,53.75329,3.45874
141.768,6.19076,53.76368,3.46126
141.86802,6.19352,53.77597,3.46382
141.968,6.1962,53.78407,3.46647
142.06802,6.19884,53.79039,3.46902
142.168,6.20144,53.7947,3.47157
142.268,6.204,53.79825,3.4741
142.36802,6.20652,53.79997,3.47668
142.468,6.20904,53.80171,3.47913
142.56802,6.21152,53.80468,3.48159
142.668,6.21404,53.80793,3.4841
142.768,6.21652,53.81088,3.48657
142.86802,6.21904,53.81506,3.489
142.968,6.2216,53.82185,3.49145
143.06802,6.22416,53.82931,3.494
143.168,6.22676,53.83661,3.4965
143.268,6.2294,53.8455,3.49898
143.36802,6.23204,53.85408,3.50144
143.468,6.23464,53.8591,3.50404
143.56802,6.23716,53.86314,3.50652
143.668,6.2396,53.86497,3.50907
143.768,6.24208,53.86677,3.51148
143.86802,6.24456,53.86956,3.51389
143.968,6.24704,53.87472,3.51642
144.06802,6.24948,53.87849,3.51888
144.168,6.25204,53.8847,3.52131
144.268,6.25464,53.89335,3.52378
144.36802,6.25724,53.90308,3.52626
144.468,6.25988,53.91143,3.5288
144.56802,6.26252,53.91946,3.53136
144.668,6.26512,53.9274,3.53388
144.768,6.26768,53.9306,3.53645
144.86802,6.2702,53.93389,3.53898
144.968,6.27272,53.93595,3.54143
145.06802,6.2752,53.93992,3.54391
145.168,6.27776,53.94132,3.54635
145.268,6.28032,53.94804,3.54887
145.36802,6.28284,53.95378,3.55134
145.468,6.28544,53.95772,3.55378
145.56802,6.28804,53.96764,3.55624
145.66802,6.29064,53.97394,3.55882
145.768,6.29324,53.97938,3.56127
145.86802,6.29588,53.98734,3.56375
145.968,6.29844,53.99309,3.56632
146.06802,6.301,53.99719,3.56882
146.16802,6.30352,54.00053,3.57131
146.268,6.30608,54.00393,3.57373
146.36802,6.30864,54.00992,3.5762
146.468,6.31124,54.01536,3.57869
146.56802,6.31388,54.02116,3.58114
146.66802,6.31656,54.02951,3.58364
146.768,6.31928,54.03864,3.58614
146.86802,6.322,54.04873,3.58872
146.968,6.32476,54.05623,3.59127
147.06802,6.32752,54.06465,3.59384
147.16802,6.33024,54.07152,3.5964
147.268,6.33296,54.07723,3.59891
147.36802,6.33624,54.09572,3.59999
147.468,6.3396,54.12823,3.60298
147.56802,6.34268,54.14175,3.6059
147.66802,6.34544,54.14094,3.60879
147.768,6.348,54.13204,3.61163
147.86802,6.35048,54.12221,3.61427
147.968,6.35288,54.11511,3.61683
148.06802,6.35524,54.10888,3.61945
148.16802,6.35768,54.10579,3.62183
148.268,6.3602,54.10835,3.62428
148.36802,6.36276,54.11259,3.62682
148.468,6.36528,54.11824,3.62924
148.56802,6.36776,54.12064,3.63181
148.66802,6.37024,54.12315,3.63421
148.768,6.37272,54.12712,3.63667
148.86802,6.37524,54.13033,3.63911
148.968,6.37776,54.1378,3.64159
149.06802,6.38028,54.14379,3.64401
149.16802,6.3828,54.1499,3.64648
149.268,6.3854,54.15808,3.64895
149.36802,6.388,54.16685,3.65147
149.468,6.3906,54.17271,3.65401
149.56802,6.3932,54.17967,3.65646
149.66802,6.3958,54.18641,3.65907
149.768,6.39832,54.18984,3.66155
149.86802,6.40084,54.19281,3.66401
149.968,6.40328,54.19501,3.66653
150.06802,6.40576,54.19582,3.66893
150.16802,6.40828,54.20118,3.6714
150.268,6.4108,54.20519,3.67383
150.36802,6.41332,54.21183,3.67626
150.468,6.41592,54.2188,3.67868
150.56802,6.41852,54.2256,3.68122
150.66802,6.42112,54.23276,3.68368
150.768,6.42372,54.23881,3.68618
150.86802,6.42636,54.24861,3.68865
150.968,6.42892,54.25302,3.6912
151.06802,6.43144,54.25721,3.69374
151.16802,6.43392,54.25884,3.69617
151.268,6.43644,54.26217,3.69868
151.36802,6.43896,54.26615,3.70109
151.468,6.44148,54.26894,3.7036
151.56802,6.44408,54.27559,3.70601
151.66802,6.44668,54.28334,3.70851
151.768,6.44936,54.29169,3.71104
151.86802,6.45204,54.30057,3.7136
151.968,6.4548,54.30911,3.71614
152.06802,6.45752,54.31727,3.71869
152.16802,6.4602,54.324,3.7213
152.268,6.46284,54.32814,3.72384
152.36802,6.46544,54.33322,3.72638
152.468,6.46804,54.33522,3.72894
152.56802,6.47056,54.33747,3.73146
152.66802,6.47308,54.34017,3.73399
152.768,6.4756,54.3408,3.73642
152.86802,6.47812,54.34198,3.73891
152.968,6.4806,54.34661,3.74139
153.06802,6.48316,54.35029,3.74381
153.16802,6.48568,54.35511,3.74636
153.268,6.48828,54.36189,3.74876
153.36802,6.491,54.37216,3.75117
153.468,6.49368,54.37953,3.75374
153.56802,6.49632,54.38601,3.75626
153.66802,6.49892,54.39001,3.75874
153.768,6.50148,54.39457,3.76127
153.86802,6.50404,54.39831,3.76367
153.968,6.5066,54.40227,3.76619
154.06802,6.5092,54.40657,3.7686
154.16802,6.51184,54.41204,3.77109
154.268,6.51444,54.41844,3.77358
154.36802,6.51716,54.42784,3.77609
154.468,6.51988,54.43481,3.77848
154.56802,6.52324,54.45831,3.77955
154.66802,6.52668,54.4955,3.78254
154.768,6.5298,54.51237,3.78549
154.86802,6.53264,54.5118,3.7884
154.968,6.53524,54.50362,3.79121
155.06802,6.53768,54.49184,3.79393
155.16802,6.54004,54.48184,3.79651
155.268,6.5424,54.47416,3.79898
155.31202,6.54344,54.47052,3.80005
155.31402,6.54348,54.47035,3.80009
155.414,6.54092,54.3986,3.80208
155.514,6.54108,54.31271,3.80349
155.61402,6.54196,54.24396,3.80469
155.714,6.5432,54.18834,3.80565
155.81402,6.54476,54.167,3.80679
155.914,6.5466,54.19104,3.80805
156.014,6.54852,54.22217,3.80948
156.11402,6.55048,54.24973,3.81092
156.214,6.55252,54.27646,3.81247
156.31402,6.55452,54.2978,3.81416
156.414,6.55652,54.31699,3.81578
156.514,6.55848,54.33236,3.81749
156.61402,6.56048,54.34744,3.81922
156.714,6.56248,54.36092,3.82101
156.81402,6.56448,54.37278,3.82279
156.914,6.56644,54.38318,3.82455
157.014,6.56844,54.39291,3.82639
157.11402,6.57044,54.40235,3.82825
157.214,6.57244,54.41065,3.83009
157.31402,6.57444,54.41773,3.83188
157.414,6.57644,54.42466,3.83377
157.514,6.57848,54.43266,3.83567
157.61402,6.58048,54.4396,3.83754
157.714,6.58252,54.44677,3.83949
157.81402,6.58456,54.45364,3.84138
157.914,6.58656,54.45889,3.84334
158.014,6.5886,54.46346,3.84521
158.11402,6.59064,54.46918,3.84709
158.214,6.5926,54.47309,3.84907
158.31402,6.59464,54.47785,3.85098
158.414,6.59664,54.48084,3.85291
158.514,6.5986,54.48427,3.85485
158.61402,6.60056,54.48743,3.85675
158.714,6.60256,54.49137,3.85868
158.81402,6.60456,54.49548,3.86053
158.914,6.60656,54.49938,3.86243
159.014,6.60852,54.50377,3.86434
159.11402,6.61052,54.5086,3.86625
159.214,6.61256,54.5135,3.86822
159.31402,6.61456,54.51755,3.87013
159.414,6.61656,54.52093,3.87204
159.514,6.6186,54.52638,3.87393
159.61402,6.6206,54.5306,3.87585
159.714,6.62264,54.53507,3.87781
159.81402,6.62464,54.53773,3.8797
159.914,6.62664,54.54067,3.88163
160.014,6.6286,54.54361,3.88353
160.11402,6.6306,54.5468,3.88545
160.214,6.6326,54.54885,3.88731
160.31402,6.6346,54.55183,3.88924
160.414,6.6366,54.55378,3.8911
160.514,6.6386,54.55756,3.89296
160.61402,6.6406,54.56193,3.89489
160.714,6.6426,54.5665,3.89681
160.81402,6.64468,54.57029,3.89867
160.914,6.64668,54.57507,3.90059
161.014,6.64872,54.57931,3.90253
161.11402,6.65076,54.58468,3.90445
161.214,6.65276,54.58953,3.90635
161.25802,6.65364,54.59096,3.90719
161.28002,6.65408,54.59128,3.90761
161.28202,6.65412,54.59138,3.90765
